"","tree_id","species_common","species_scientific","stump_diameter","height","crown_diameter","closest_address","geometry"
"20363",1449118,"Red maple","Acer rubrum",13,59.0867128547922,29.5948,"33-23 83 STREET",c(-73.8842997656596, 40.7549596033323)
"20364",15881690,"Tuliptree","Liriodendron tulipifera",13,75.0448430849864,28.3827,"197-06 119 AVENUE",c(-73.7535054641408, 40.690361700705)
"20365",1404484,"Silver linden","Tilia tomentosa",15,41.591835085972,27.614,"79-16 KNEELAND AVENUE",c(-73.884414297806, 40.7347171717595)
"20366",13444049,"Japanese snowbell","Styrax japonicus",3,24.6556,12.150087598143,"147-040 JASMINE AVENUE",c(-73.8116278735284, 40.753529738446)
"20367",5784348,"Mongolian linden","Tilia mongolica",3,20.892418398207,9.8384,"179 CONKLIN AVENUE",c(-73.901932836174, 40.6439501066344)
"20368",16054655,"Japanese tree lilac","Syringa reticulata",3,15.8824903068222,7.5760566536646,"3071 MIDDLETOWN ROAD",c(-73.8280174538045, 40.8445981464793)
"20369",4676558,"Callery pear","Pyrus calleryana",12,30.0298,24.597,"22-18 80 STREET",c(-73.8895979172223, 40.7683234779041)
"20370",4637657,"Japanese zelkova","Zelkova serrata",9,40.6397138969537,22.4591,"198-33 CARPENTER AVENUE",c(-73.7613083424046, 40.7126300476468)
"20371",3735343,"Purple leaf plum","Prunus cerasifera",7,35.7933,18.076,"111-34 205 STREET",c(-73.7517434355638, 40.7045456711984)
"20372",3364864,"London planetree","Platanus x acerifolia",27,73.8883839123773,49.7181,"35-11 CRESCENT STREET",c(-73.932268190875, 40.759389388513)
"20373",1045919,"Ginkgo","Ginkgo biloba",13,53.3966,29.2562,"56-06 218 STREET",c(-73.7612881282054, 40.7515123430929)
"20374",1425655,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"144-19 230 STREET",c(-73.7491247431018, 40.6624350188148)
"20375",4677530,"London planetree","Platanus x acerifolia",26,72.4199307836137,48.5557,"139 EAST 93 STREET",c(-73.9260777502511, 40.6616857358636)
"20376",4000022,"Green ash","Fraxinus pennsylvanica",27,73.3001157707393,43.043431772128,"83-17 247 STREET",c(-73.7206439798763, 40.7360941792257)
"20377",1059301,"Cherry","Prunus",9,42.2109,20.9482,"2418 CHURCH AVENUE",c(-73.9547512195167, 40.6501505490761)
"20378",3725622,"Littleleaf linden","Tilia cordata",16,35.7009459324795,29.5116201106628,"57 BLEECKER STREET",c(-73.9222951005003, 40.6940468843805)
"20379",2408607,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"1165 EAST 81 STREET",c(-73.9075461500997, 40.6315400796112)
"20380",1050877,"Sweetgum","Liquidambar styraciflua",23,80.2096,37.8348,"123-03 9 AVENUE",c(-73.8444759048632, 40.7893976717383)
"20381",2938607,"Red maple","Acer rubrum",13,59.0867128547922,29.5948,"910 CARLTON BOULEVARD",c(-74.1776687677011, 40.5445202103019)
"20382",2625631,"River birch","Betula nigra",11,49.4051565650841,23.6802,"524 RIGA STREET",c(-74.1171593800088, 40.5564280327517)
"20383",5399189,"Green ash","Fraxinus pennsylvanica",21,64.620261202448,36.9461237882182,"202 CORONA AVENUE",c(-74.1406506888942, 40.562769627377)
"20384",1435606,"Japanese pagoda tree","Styphnolobium japonicum",8,39.1307213513204,20.6029,"457 PROSPECT AVENUE",c(-73.982850922957, 40.6594849384251)
"20385",2541575,"Purple leaf plum","Prunus cerasifera",13,52.6317,25.9078,"4300 NAPIER AVENUE",c(-73.8748121503245, 40.8981607911733)
"20386",4631163,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"8402 14 AVENUE",c(-74.0106144861706, 40.6137767905371)
"20387",190633,"Littleleaf linden","Tilia cordata",21,39.5986534566211,33.4956937828421,"3603 AVENUE R",c(-73.934761298338, 40.6131686366265)
"20388",1416611,"London planetree","Platanus x acerifolia",20,62.9871033246594,40.8673,"1552 EAST 31 STREET",c(-73.9429792763728, 40.6146222583386)
"20389",2555508,"Turkish hazelnut","Corylus colurna",15,63.3803385446454,29.0488,"10524 FLATLANDS 10 STREET",c(-73.8837411425532, 40.6386659065011)
"20390",3360543,"Japanese tree lilac","Syringa reticulata",4,16.5986094795158,8.50366448087371,"39-10 218 STREET",c(-73.7652612531245, 40.7660402572779)
"20391",2885924,"London planetree","Platanus x acerifolia",35,84.8249425935068,57.7933,"1031 EAST 231 STREET",c(-73.848409422271, 40.8889618872963)
"20392",203540,"American sycamore","Platanus occidentalis",34,101.0413583026,49.9527745494228,"341 GANSEVOORT BOULEVARD",c(-74.1264575471133, 40.6034915827528)
"20393",13237830,"American sycamore","Platanus occidentalis",41,112.024872571098,55.5593405297848,"133 FAIRVIEW AVENUE",c(-74.11861468014, 40.6160134752301)
"20394",15279508,"Littleleaf linden","Tilia cordata",3,11.7073395171666,4.98635878004761,"90-001 208 STREET",c(-73.7553347101538, 40.7185791502882)
"20395",3653260,"Norway maple","Acer platanoides",20,52.5920523767942,38.2695,"109-23 71 ROAD",c(-73.8422645190738, 40.721341338896)
"20396",4701113,"London planetree","Platanus x acerifolia",26,72.4199307836137,48.5557,"2029 W 8 STREET",c(-73.9796943529146, 40.5977733271691)
"20397",2419405,"Ginkgo","Ginkgo biloba",12,51.3536,27.7742,"283 LINCOLN AVENUE",c(-73.8692233107956, 40.6831871519955)
"20398",4689096,"Green ash","Fraxinus pennsylvanica",28,74.6492563305255,44.0054681038604,"35-024 171 STREET",c(-73.7950181126344, 40.7639204563678)
"20399",3769065,"Japanese flowering cherry","Prunus serrulata",4,24.6579,13.2772,"331 RICHMOND ROAD",c(-73.7502116588176, 40.7793371160744)
"20400",6378026,"Sweetgum","Liquidambar styraciflua",13,66.8886,24.5298,"NA RANDALL AVENUE",c(-73.8668837200563, 40.8166397165054)
"20401",596864,"Norway maple","Acer platanoides",13,43.2608486894137,29.4327,"5 PAERDEGAT 11 STREET",c(-73.9047440620939, 40.6284169654413)
"20402",2606970,"Japanese zelkova","Zelkova serrata",17,58.0264808465456,34.4479,"232 DELAWARE AVENUE",c(-74.0928003433544, 40.5905380402507)
"20403",3654891,"London planetree","Platanus x acerifolia",7,36.0364025061094,20.0101,"2045 STORY AVENUE",c(-73.8538343626933, 40.8248663112299)
"20404",4683276,"Japanese pagoda tree","Styphnolobium japonicum",22,70.3892842998779,34.5497,"475 HALSEY STREET",c(-73.9336647484544, 40.6836595516666)
"20405",2114227,"Callery pear","Pyrus calleryana",9,25.15,19.2756,"301 ELIZABETH STREET",c(-73.9935456690651, 40.7246688087315)
"20406",2497727,"Littleleaf linden","Tilia cordata",23,40.9025792451773,34.8285122081564,"126-03 115 AVENUE",c(-73.8132449526589, 40.6788280599469)
"20407",1395439,"Norway maple","Acer platanoides",14,44.7391337160695,30.8595,"2138 EAST 27 STREET",c(-73.9445517617016, 40.5991066955447)
"20408",4653579,"Japanese flowering cherry","Prunus serrulata",11,47.8237,23.5588,"144-83 167 STREET",c(-73.7751632933341, 40.6645392162149)
"20409",2606880,"London planetree","Platanus x acerifolia",15,54.0501274436209,33.5253,"32 HENRY PLACE",c(-74.0908567173754, 40.5910281681371)
"20410",3655346,"Callery pear","Pyrus calleryana",16,36.5362,31.6922,"91 5 AVENUE",c(-73.9780901966498, 40.6798997791446)
"20411",3351484,"Silver linden","Tilia tomentosa",8,31.7847015765577,17.7384,"30-17 43 STREET",c(-73.9129742914359, 40.7623187954051)
"20412",138425,"Callery pear","Pyrus calleryana",7,21.8968,15.728,"724 WESTWOOD AVENUE",c(-74.1355807892301, 40.6059020953634)
"20413",2599332,"Callery pear","Pyrus calleryana",12,30.0298,24.597,"52 FABER STREET",c(-74.1352087121284, 40.6391282691838)
"20414",4128202,"London planetree","Platanus x acerifolia",3,22.9622571912467,12.4365,"58-15 187 STREET",c(-73.7882183846211, 40.7419199289068)
"20415",4626194,"Apple","Malus",6,18.6151741237042,17.0039857862555,"64-028 PERRY AVENUE",c(-73.9010035043831, 40.7238606436562)
"20416",3354794,"Green ash","Fraxinus pennsylvanica",19,61.456901962433,34.7656562993913,"30-27 70 STREET",c(-73.8973846686165, 40.7591796994517)
"20417",4623777,"London planetree","Platanus x acerifolia",30,78.1474078417684,53.0013,"1861 78 STREET",c(-73.9963983651384, 40.6108320602263)
"20418",3729777,"Willow oak","Quercus phellos",13,50.7182863620162,27.0358,"83 HANCOCK STREET",c(-73.9524579813594, 40.6822470587648)
"20419",4141016,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"160 OCEAN PARKWAY",c(-73.9749661270968, 40.6463414760118)
"20420",2413758,"Bur oak","Quercus macrocarpa",10,49.216,23.3193,"2201 AVENUE M",c(-73.9527913277334, 40.6188125164235)
"20421",13674536,"Hawthorn","Crataegus",2,14.739310442993,8.37195347142616,"117-20 142 PLACE",c(-73.7986813899753, 40.6781941586814)
"20422",16093769,"Oak","Quercus",3,24.3611,11.2373,"112 WEST 95 STREET",c(-73.9688547301719, 40.792528579461)
"20423",11576188,"Ginkgo","Ginkgo biloba",2,23.7076,10.4022,"1020 ANDERSON AVENUE",c(-73.926686132802, 40.8329090374746)
"20424",2636961,"Silver maple","Acer saccharinum",12,46.8044635549464,28.5213791926571,"147 DAWSON CIRCLE",c(-74.1676191747247, 40.6046905508405)
"20425",3358450,"London planetree","Platanus x acerifolia",17,57.7709571361084,36.5641,"367 PACIFIC STREET",c(-73.9861792345709, 40.6866614088545)
"20426",5779407,"Green hawthorn","Crataegus viridis",2,14.739310442993,8.37195347142616,"46 EAST AUGUSTA AVENUE",c(-74.158986563948, 40.5531580801273)
"20427",4022425,"Red maple","Acer rubrum",15,64.0285180010508,32.0894,"418 ROBINSON AVENUE",c(-74.1576506182347, 40.5436299261696)
"20428",584322,"Northern red oak","Quercus rubra",22,79.8925,39.981,"4601 HENRY HUDSON PARKWAY WEST",c(-73.9084791564699, 40.894325132759)
"20429",1409595,"London planetree","Platanus x acerifolia",21,64.6431073461329,42.2337,"552 STEUBEN STREET",c(-74.076620817164, 40.6010927429557)
"20430",4654748,"Callery pear","Pyrus calleryana",9,25.15,19.2756,"8532 AVENUE B",c(-73.9200470449099, 40.6471288646397)
"20431",4647250,"London planetree","Platanus x acerifolia",32,80.8766315788498,55.0201,"1932 73 STREET",c(-73.9918384588477, 40.6127669067764)
"20432",4124211,"Japanese zelkova","Zelkova serrata",18,59.9138791977962,35.7422,"80-17 162 STREET",c(-73.8053357671922, 40.720521778835)
"20433",2637484,"Callery pear","Pyrus calleryana",7,21.8968,15.728,"33 ARMOUR PLACE",c(-74.1961558227509, 40.5188397686054)
"20434",1397286,"Siberian elm","Ulmus pumila",15,54.7459208132219,27.9756,"175 DAHILL ROAD",c(-73.9805237779265, 40.6430021486432)
"20435",4663870,"Sycamore maple","Acer pseudoplatanus",9,43.4104967195988,24.0593133775563,"63-49 PLEASANT VIEW STREET",c(-73.8823605408763, 40.7166710433133)
"20436",4628406,"Japanese zelkova","Zelkova serrata",5,29.2413917425441,15.3751,"1516 KIMBALL STREET",c(-73.9372009648163, 40.6194720414459)
"20437",2640820,"Pin oak","Quercus palustris",21,75.7596015802869,39.0978,"49 BERRY AVENUE",c(-74.1741345239798, 40.5607282654288)
"20438",10666785,"Ginkgo","Ginkgo biloba",3,27.0626,12.3482,"215 DELMAR AVENUE",c(-74.190667268656, 40.5415349597285)
"20439",2915787,"Red maple","Acer rubrum",9,48.06730206779,23.8016,"26 HEMLOCK STREET",c(-74.2105512127489, 40.5455625522721)
"20440",584761,"Pin oak","Quercus palustris",19,71.2877465805115,36.532,NA,c(-73.9677478577874, 40.6097982937463)
"20441",1411949,"Silver linden","Tilia tomentosa",6,28.1040782970728,14.663,"87-27 169 STREET",c(-73.7935305451668, 40.7116081646523)
"20442",3619664,"Sawara cypress","Chamaecyparis pisifera",16,37.9254145791229,15.9841092663638,"24-34 GILLMORE STREET",c(-73.8688478149859, 40.7659467360722)
"20443",1422114,"Littleleaf linden","Tilia cordata",11,30.3303523136009,24.0220238522417,"256-07 GRAND CENTRAL PARKWAY SR NORTH",c(-73.7221826555289, 40.7565079585423)
"20444",4626925,"Sawtooth oak","Quercus acutissima",6,35.8268,16.5929,"602 MAC DONOUGH STREET",c(-73.9221956259932, 40.6834931714969)
"20445",573108,"Thornless honeylocust","Gleditsia triacanthos var. inermis",13,51.8677187405179,27.1319,"171 BENZIGER AVENUE",c(-74.0843362288353, 40.6396050196121)
"20446",15947817,"Silver linden","Tilia tomentosa",3,20.892418398207,9.8384,"1901 AVENUE N",c(-73.9556063696517, 40.6160633555022)
"20447",1050877,"Sweetgum","Liquidambar styraciflua",23,80.2096,37.8348,"123-03 9 AVENUE",c(-73.844450633006, 40.7893948928975)
"20448",3662822,"Silver maple","Acer saccharinum",23,63.3472761658634,41.1354258944813,"71-03 35 AVENUE",c(-73.8947629519987, 40.7507399799041)
"20449",13609808,"Shingle oak","Quercus imbricaria",3,24.3611,11.2373,"149-15 6 AVENUE",c(-73.8180363512619, 40.7951283967155)
"20450",4690038,"London planetree","Platanus x acerifolia",28,75.3315907697914,50.8465,"223-15 59 AVENUE",c(-73.7541291043529, 40.7510416545127)
"20451",2499672,"Silver linden","Tilia tomentosa",13,39.122014338915,24.9334,"77-03 DITMARS BOULEVARD",c(-73.8924819212224, 40.7686391059295)
"20452",2126226,"Thornless honeylocust","Gleditsia triacanthos var. inermis",10,44.5414576463285,23.4209,"345 WEST 55 STREET",c(-73.9853793766921, 40.7660835860992)
"20453",2628769,"Sweetgum","Liquidambar styraciflua",15,71.66,27.3092,"334 MALLORY AVENUE",c(-74.0755748584624, 40.5901032580713)
"20454",3851132,"London planetree","Platanus x acerifolia",20,62.9871033246594,40.8673,"125-01 LINDEN BOULEVARD",c(-73.815047104472, 40.6803104070485)
"20455",13767446,"Paperbark maple","Acer griseum",2,19.0572769409952,10.043,"211 FOREST ROAD",c(-73.7494628069819, 40.7729978665503)
"20456",16269406,"Elm","Ulmus",3,22.059452975591,11.4914,"30-034 30 STREET",c(-73.9229725233304, 40.7662975578594)
"20457",10162589,"European hornbeam","Carpinus betulus",3,22.6283883232822,15.8245221121526,"287 EAST 3 STREET",c(-73.9776728886121, 40.6448625946033)
"20458",2606372,"Norway maple","Acer platanoides",9,36.6173299177435,23.1775,"361 BUEL AVENUE",c(-74.090890281737, 40.5839438072466)
"20459",2544142,"Pin oak","Quercus palustris",15,61.7456617049675,31.1364,"2285 BRAGG STREET",c(-73.9354253422429, 40.596911579898)
"20460",4685162,"Pin oak","Quercus palustris",17,66.6270327175024,33.8782,"149-21 124 STREET",c(-73.8161291718933, 40.6670713166572)
"20461",2934753,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"83 BUFFINGTON AVENUE",c(-74.1843790262023, 40.5379495176655)
"20462",4144771,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"455 82 STREET",c(-74.0258291901501, 40.6249621513602)
"20463",2148358,"Callery pear","Pyrus calleryana",10,26.7766,21.0494,"2034 MADISON AVENUE",c(-73.9387530628564, 40.8083481023578)
"20464",3749355,"Thornless honeylocust","Gleditsia triacanthos var. inermis",22,70.3892842998779,34.5497,"1639 SUMMERFIELD STREET",c(-73.9015285400014, 40.6957080439155)
"20465",3703590,"Cockspur hawthorn","Crataegus crus-galli var. inermis",3,17.5568469327258,9.98194549620091,"43-25 DOUGLASTON PARKWAY",c(-73.7460565907209, 40.7667872721803)
"20466",2496061,"Pin oak","Quercus palustris",20,73.5456019919823,37.8259,"42-20 158 STREET",c(-73.8077534203831, 40.7603413001704)
"20467",3987209,"Littleleaf linden","Tilia cordata",11,30.3303523136009,24.0220238522417,"9508 FT HAMILTON PARKWAY",c(-74.0296107045773, 40.6145831814246)
"20468",2492907,"London planetree","Platanus x acerifolia",50,102.545339420567,67.0693,"89-16 208 STREET",c(-73.7565625902489, 40.7201874435663)
"20469",4621234,"Thornless honeylocust","Gleditsia triacanthos var. inermis",10,44.5414576463285,23.4209,"226-32 76 AVENUE",c(-73.7454385365785, 40.7405322999304)
"20470",4696272,"Littleleaf linden","Tilia cordata",15,34.7758959474583,28.5660726913284,"79-020 214 STREET",c(-73.7576233852133, 40.7350196565972)
"20471",387912,"London planetree","Platanus x acerifolia",30,78.1474078417684,53.0013,"1714 60 STREET",c(-73.9890526170112, 40.6231172874831)
"20472",4024428,"Japanese flowering cherry","Prunus serrulata",4,24.6579,13.2772,"221-27 114 ROAD",c(-73.7351340252155, 40.7010392500702)
"20473",4416267,"River birch","Betula nigra",13,53.8492183785645,26.851,"154 68 26 AVENUE",c(-73.806917395323, 40.7735448824527)
"20474",4153150,"Silver maple","Acer saccharinum",8,38.7587371487219,22.7011967602058,"47-70 UTOPIA PARKWAY",c(-73.7927273870712, 40.7483343955217)
"20475",4072078,"London planetree","Platanus x acerifolia",21,64.6431073461329,42.2337,"937 EAST 105 STREET",c(-73.8938854188802, 40.6468249876272)
"20476",4014492,"London planetree","Platanus x acerifolia",36,86.1055374353291,58.6497,"157 83 STREET",c(-74.0338057112413, 40.6265685297549)
"20477",3891236,"Kentucky coffeetree","Gymnocladus dioicus",2,17.501780587261,10.4977,"105-08 134 STREET",c(-73.8118476384231, 40.6897801927858)
"20478",10162589,"European hornbeam","Carpinus betulus",3,22.6283883232822,15.8245221121526,"287 EAST 3 STREET",c(-73.9776728886121, 40.6448625946033)
"20479",1397591,"Callery pear","Pyrus calleryana",10,26.7766,21.0494,"89-74 215 PLACE",c(-73.7468760958037, 40.7249891144488)
"20480",2933708,"Red maple","Acer rubrum",11,53.7981250732958,26.8322,"295 ASHLAND AVENUE",c(-74.202211800977, 40.5304508390031)
"20481",4668728,"London planetree","Platanus x acerifolia",24,69.4013855743737,46.1289,"2018 EAST 67 STREET",c(-73.9114719633479, 40.6188567419483)
"20482",14429975,"Crapemyrtle","Lagerstroemia",2,15.3959867050089,9.05959396944156,"172 ARMSTRONG AVENUE",c(-74.1511946444321, 40.5383603274966)
"20483",4649285,"White oak","Quercus alba",29,90.6061,51.2744,"56-06 210 STREET",c(-73.7684058938297, 40.749344792058)
"20484",2429724,"Pin oak","Quercus palustris",5,31.6639024151373,16.1074,"711 MILLER AVENUE",c(-73.8884855977151, 40.6629098004144)
"20485",4005517,"Silver maple","Acer saccharinum",31,72.783614005552,48.6616573902247,"49-19 166 STREET",c(-73.8018108751096, 40.7485233023925)
"20486",1046730,"Thornless honeylocust","Gleditsia triacanthos var. inermis",15,56.3595857380083,29.2619,"111 EAST 87 STREET",c(-73.9561393941515, 40.7806068106264)
"20487",4625832,"Green ash","Fraxinus pennsylvanica",21,64.620261202448,36.9461237882182,"45-39 168 STREET",c(-73.7990743382536, 40.7547875804883)
"20488",13349964,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"138-38 HOOVER AVENUE",c(-73.8192558754854, 40.7144263899971)
"20489",4117845,"Norway maple","Acer platanoides",19,51.383064470232,37.1715,"162-006 33 AVENUE",c(-73.8027025816138, 40.7679329706933)
"20490",15252787,"London planetree","Platanus x acerifolia",3,22.9622571912467,12.4365,"203-06 100 AVENUE",c(-73.7565844880988, 40.7112285563846)
"20491",4008024,"Norway maple","Acer platanoides",15,46.1607542134736,32.2315,"84-48 259 STREET",c(-73.7086943744701, 40.7357516681571)
"20492",3999288,"Norway maple","Acer platanoides",8,34.713157543063,21.4767,"7801 RIDGE BOULEVARD",c(-74.0314079721413, 40.6297888480363)
"20493",3662962,"Silver linden","Tilia tomentosa",9,33.4272914022789,19.2338,"96-04 50 AVENUE",c(-73.8666649975598, 40.7418810135494)
"20494",4685850,"Black cherry","Prunus serotina",28,70.2366,34.6061,"42-29 147 STREET",c(-73.8165252196752, 40.7589722504309)
"20495",4023367,"Horse chestnut","Aesculus hippocastanum",2,19.0572769409952,10.043,"249-19 VAN ZANDT AVENUE",c(-73.7336458950706, 40.7638854914869)
"20496",2596302,"Callery pear","Pyrus calleryana",11,28.4032,22.8232,"214 CAMBRIDGE AVENUE",c(-74.1502672318128, 40.6123203857619)
"20497",2413139,"Norway maple","Acer platanoides",3,22.2515309209701,12.1507,"2017 HOMECREST AVENUE",c(-73.9595204397991, 40.6002465443475)
"20498",2835517,"Green ash","Fraxinus pennsylvanica",21,64.620261202448,36.9461237882182,"21 3 STREET",c(-73.9950102826386, 40.6784689857671)
